task_count,completed_tasks,pending_tasks,team_size,average_completion_time,resource_allocation,historical_delays,blocker_count,predicted_delay_days,risk_level
85,54,31,10,36.9,0.62,0.8,2,8.3,HIGH
152,28,124,19,10.6,1.31,4.0,2,8.9,HIGH
158,146,12,12,42.2,0.2,3.5,2,8.4,HIGH
156,84,72,17,41.2,0.85,1.1,1,7.8,HIGH
69,11,58,3,33.4,3.87,0.6,3,23.8,HIGH
102,87,15,13,27.1,0.23,0.3,3,8.3,HIGH
170,19,151,23,36.3,1.31,4.0,1,11.4,HIGH
58,50,8,7,6.2,0.23,1.8,2,4.0,MEDIUM
44,41,3,12,30.9,0.05,1.2,3,7.2,HIGH
181,123,58,28,41.6,0.41,5.8,0,6.8,MEDIUM
111,82,29,9,21.0,0.64,2.7,3,7.4,HIGH
20,7,13,13,10.5,0.2,2.2,1,6.1,MEDIUM
108,96,12,28,23.7,0.09,4.1,1,2.6,MEDIUM
119,62,57,3,36.5,3.8,5.1,4,30.2,HIGH
83,58,25,10,10.5,0.5,3.5,1,4.9,MEDIUM
183,161,22,16,14.7,0.28,1.7,3,6.0,MEDIUM
18,16,2,3,12.2,0.13,1.4,3,4.7,MEDIUM
12,9,3,2,39.5,0.3,4.4,3,10.7,HIGH
94,30,64,11,8.6,1.16,2.2,1,4.4,MEDIUM
35,32,3,3,34.8,0.2,3.7,2,9.6,HIGH
81,49,32,13,21.4,0.49,6.6,3,10.1,HIGH
57,50,7,24,37.7,0.06,7.4,2,11.6,HIGH
165,108,57,9,46.5,1.27,1.0,3,12.3,HIGH
126,41,85,6,10.8,2.83,0.6,3,15.6,HIGH
163,62,101,23,19.2,0.88,0.9,5,10.7,HIGH
162,88,74,29,40.0,0.51,4.2,3,10.8,HIGH
21,15,6,2,17.2,0.6,1.4,2,4.1,MEDIUM
142,47,95,16,15.0,1.19,0.6,3,8.6,HIGH
57,32,25,7,40.7,0.71,0.3,3,10.6,HIGH
46,16,30,13,47.5,0.46,1.2,3,11.0,HIGH
53,41,12,9,29.4,0.27,0.4,1,5.0,MEDIUM
24,11,13,14,17.7,0.19,0.5,4,6.8,MEDIUM
52,6,46,20,22.7,0.46,3.5,3,8.3,HIGH
185,36,149,28,13.1,1.06,0.1,5,11.5,HIGH
96,10,86,2,38.0,8.6,0.4,2,45.0,HIGH
79,39,40,12,38.5,0.67,5.6,5,16.9,HIGH
55,8,47,21,42.8,0.45,5.6,3,10.7,HIGH
117,17,100,2,7.1,10.0,1.2,2,45.0,HIGH
132,118,14,9,29.6,0.31,0.3,2,4.7,MEDIUM
180,150,30,6,15.0,1.0,3.7,2,6.2,MEDIUM
30,13,17,18,20.3,0.19,1.3,3,6.0,MEDIUM
160,149,11,9,39.0,0.24,0.1,2,7.8,HIGH
116,5,111,26,14.1,0.85,0.5,5,11.5,HIGH
89,53,36,11,32.8,0.65,0.4,0,3.7,MEDIUM
56,33,23,3,33.5,1.53,2.7,1,9.5,HIGH
126,58,68,10,46.1,1.36,6.9,3,16.7,HIGH
133,54,79,25,38.6,0.63,4.7,0,6.1,MEDIUM
152,69,83,24,39.8,0.69,2.4,2,8.9,HIGH
34,14,20,4,28.3,1.0,1.6,4,11.2,HIGH
45,31,14,19,13.8,0.15,2.9,4,5.9,MEDIUM
60,10,50,8,23.9,1.25,1.8,3,10.1,HIGH
24,5,19,16,29.1,0.24,0.8,2,4.6,MEDIUM
77,16,61,22,34.5,0.55,3.4,2,9.5,HIGH
30,8,22,23,31.5,0.19,6.2,1,6.3,MEDIUM
150,78,72,21,22.5,0.69,1.4,3,7.3,HIGH
28,4,24,19,17.1,0.25,5.5,3,6.6,MEDIUM
43,35,8,26,13.1,0.06,1.7,0,1.5,LOW
87,27,60,4,35.1,3.0,1.5,2,18.6,HIGH
134,26,108,29,33.1,0.74,0.1,0,3.7,MEDIUM
126,82,44,24,34.9,0.37,3.6,5,15.3,HIGH
61,5,56,15,21.6,0.75,4.9,1,6.1,MEDIUM
36,21,15,25,17.0,0.12,3.3,4,8.1,HIGH
166,112,54,3,37.9,3.6,0.5,2,21.2,HIGH
165,40,125,15,38.5,1.67,0.3,3,11.7,HIGH
44,3,41,23,25.1,0.36,2.6,1,3.6,MEDIUM
145,54,91,12,31.7,1.52,1.5,0,6.0,MEDIUM
153,21,132,17,21.7,1.55,1.7,4,12.3,HIGH
115,17,98,9,35.5,2.18,10.3,4,18.2,HIGH
173,48,125,8,41.1,3.12,3.9,4,21.8,HIGH
167,52,115,12,34.9,1.92,1.6,1,9.9,HIGH
155,81,74,4,27.5,3.7,0.1,2,17.7,HIGH
11,7,4,18,25.3,0.04,0.1,3,4.6,MEDIUM
186,108,78,15,33.0,1.04,3.5,3,12.1,HIGH
86,15,71,7,34.6,2.03,5.5,3,15.4,HIGH
141,28,113,9,29.5,2.51,3.7,2,14.4,HIGH
99,83,16,23,32.2,0.14,1.6,2,6.8,MEDIUM
98,54,44,6,10.1,1.47,0.1,5,11.5,HIGH
103,85,18,28,46.0,0.13,10.3,2,13.5,HIGH
16,6,10,29,39.2,0.07,12.9,2,9.9,HIGH
104,62,42,9,21.7,0.93,2.4,1,4.4,MEDIUM
117,60,57,3,29.6,3.8,0.2,2,20.1,HIGH
83,27,56,16,8.0,0.7,2.3,4,9.4,HIGH
48,22,26,13,7.7,0.4,6.7,3,11.9,HIGH
150,75,75,18,16.5,0.83,3.4,1,5.6,MEDIUM
168,38,130,2,35.0,13.0,3.8,3,45.0,HIGH
80,26,54,16,41.8,0.68,0.3,2,7.3,HIGH
65,49,16,15,29.5,0.21,0.3,1,2.6,MEDIUM
179,156,23,21,28.3,0.22,0.4,0,3.6,MEDIUM
198,74,124,23,22.9,1.08,7.0,3,10.1,HIGH
51,16,35,17,12.8,0.41,2.2,4,7.8,HIGH
193,43,150,10,11.0,3.0,4.7,4,21.5,HIGH
45,29,16,2,37.9,1.6,0.4,1,6.9,MEDIUM
93,31,62,29,45.0,0.43,7.9,3,13.6,HIGH
127,119,8,18,25.2,0.09,5.2,2,5.8,MEDIUM
16,5,11,14,33.7,0.16,0.8,3,10.1,HIGH
63,25,38,22,44.4,0.35,6.2,1,8.0,HIGH
138,81,57,27,9.8,0.42,0.9,2,5.3,MEDIUM
181,139,42,22,38.4,0.38,0.7,2,5.5,MEDIUM
129,60,69,6,31.9,2.3,0.9,6,21.8,HIGH
182,78,104,11,31.1,1.89,7.2,6,21.3,HIGH
115,108,7,7,18.3,0.2,7.4,3,7.9,HIGH
56,3,53,25,34.7,0.42,1.2,2,7.9,HIGH
132,112,20,20,39.4,0.2,3.7,1,8.2,HIGH
150,27,123,26,10.7,0.95,3.4,3,8.5,HIGH
128,96,32,14,28.4,0.46,4.9,2,7.6,HIGH
159,96,63,2,10.3,6.3,1.1,3,33.7,HIGH
127,45,82,21,42.6,0.78,2.1,2,9.9,HIGH
30,25,5,26,27.3,0.04,3.3,4,9.6,HIGH
146,8,138,16,39.9,1.72,0.1,3,13.5,HIGH
35,8,27,15,21.5,0.36,1.4,2,4.2,MEDIUM
18,10,8,9,11.3,0.18,3.6,2,4.3,MEDIUM
24,8,16,11,7.7,0.29,0.9,3,5.3,MEDIUM
19,11,8,10,17.8,0.16,9.5,1,6.6,MEDIUM
131,9,122,18,16.3,1.36,0.1,7,12.5,HIGH
130,20,110,10,29.5,2.2,9.5,2,16.3,HIGH
134,22,112,4,6.9,5.6,0.7,3,30.9,HIGH
179,39,140,12,27.9,2.33,0.2,2,12.9,HIGH
81,37,44,13,22.5,0.68,1.0,2,6.2,MEDIUM
161,117,44,11,30.2,0.8,4.6,2,8.6,HIGH
58,50,8,26,35.5,0.06,4.2,3,9.6,HIGH
163,130,33,18,32.6,0.37,0.7,3,7.9,HIGH
100,22,78,18,47.4,0.87,0.7,2,9.9,HIGH
46,20,26,26,11.8,0.2,3.1,1,2.8,MEDIUM
77,17,60,12,24.0,1.0,1.8,1,5.6,MEDIUM
59,16,43,23,23.8,0.37,4.7,3,8.3,HIGH
161,81,80,5,23.5,3.2,0.1,2,15.3,HIGH
28,3,25,8,33.9,0.62,2.8,2,6.6,MEDIUM
109,26,83,22,26.6,0.75,3.9,2,8.1,HIGH
69,61,8,27,27.7,0.06,15.1,2,11.9,HIGH
176,82,94,15,24.2,1.25,3.4,1,8.9,HIGH
98,44,54,8,47.7,1.35,0.8,4,15.8,HIGH
155,9,146,25,45.0,1.17,0.3,2,11.4,HIGH
156,42,114,9,18.9,2.53,3.1,3,15.5,HIGH
173,143,30,2,10.7,3.0,2.2,1,13.9,HIGH
192,38,154,25,41.3,1.23,6.9,0,8.4,HIGH
78,33,45,23,47.9,0.39,3.9,3,10.9,HIGH
184,11,173,5,18.3,6.92,2.1,1,34.8,HIGH
58,27,31,13,21.0,0.48,1.6,2,4.7,MEDIUM
117,8,109,25,45.5,0.87,1.6,1,8.5,HIGH
170,133,37,4,35.9,1.85,0.8,4,11.9,HIGH
128,101,27,14,18.4,0.39,0.1,2,5.0,MEDIUM
158,119,39,21,30.4,0.37,2.6,2,6.0,MEDIUM
159,48,111,7,45.7,3.17,0.7,3,20.0,HIGH
185,148,37,12,40.1,0.62,0.7,2,9.3,HIGH
46,24,22,24,37.2,0.18,0.4,5,12.9,HIGH
152,58,94,5,37.0,3.76,0.6,3,23.3,HIGH
172,105,67,21,13.5,0.64,0.1,2,3.8,MEDIUM
169,10,159,17,40.6,1.87,3.4,5,19.2,HIGH
20,3,17,8,17.6,0.42,1.5,4,7.3,HIGH
147,105,42,23,45.1,0.37,2.5,3,10.8,HIGH
87,23,64,12,21.3,1.07,3.0,2,9.2,HIGH
86,50,36,25,42.0,0.29,10.8,1,10.9,HIGH
194,76,118,2,17.2,11.8,0.2,3,45.0,HIGH
162,132,30,27,27.6,0.22,1.6,2,5.8,MEDIUM
11,9,2,28,10.5,0.01,0.8,2,3.6,MEDIUM
73,61,12,8,33.7,0.3,1.9,2,7.6,HIGH
44,12,32,13,41.1,0.49,7.6,2,9.8,HIGH
16,3,13,8,36.2,0.32,3.9,0,6.8,MEDIUM
94,44,50,28,28.0,0.36,3.3,0,3.4,MEDIUM
155,8,147,24,7.9,1.23,1.7,1,4.8,MEDIUM
76,5,71,8,45.2,1.78,3.3,1,13.1,HIGH
51,27,24,11,35.6,0.44,0.1,5,11.8,HIGH
127,65,62,17,37.3,0.73,2.6,1,8.5,HIGH
134,126,8,27,39.4,0.06,2.4,5,12.5,HIGH
176,40,136,9,37.4,3.02,1.3,2,18.4,HIGH
178,50,128,10,24.5,2.56,0.7,0,10.8,HIGH
33,5,28,10,36.8,0.56,4.9,3,11.6,HIGH
197,172,25,3,32.3,1.67,0.2,2,10.6,HIGH
55,41,14,14,41.9,0.2,0.2,2,8.9,HIGH
28,22,6,14,39.7,0.09,1.7,2,8.8,HIGH
77,66,11,24,7.7,0.09,0.9,5,7.6,HIGH
111,57,54,24,21.9,0.45,4.1,4,11.7,HIGH
51,23,28,5,7.5,1.12,3.0,6,11.3,HIGH
41,14,27,26,10.3,0.21,4.4,6,11.1,HIGH
176,102,74,25,31.3,0.59,1.2,1,5.5,MEDIUM
118,54,64,13,42.7,0.98,4.0,2,9.6,HIGH
45,20,25,18,11.0,0.28,5.9,1,4.9,MEDIUM
106,94,12,3,24.9,0.8,1.3,1,6.1,MEDIUM
173,161,12,14,44.3,0.17,1.2,7,15.4,HIGH
140,107,33,19,40.2,0.35,6.9,2,10.9,HIGH
82,59,23,29,27.8,0.16,0.2,3,8.0,HIGH
145,96,49,29,38.4,0.34,1.3,4,8.7,HIGH
106,21,85,28,28.0,0.61,0.4,2,6.7,MEDIUM
132,13,119,16,12.6,1.49,0.1,0,3.8,MEDIUM
79,53,26,9,11.2,0.58,0.4,3,5.2,MEDIUM
178,125,53,16,13.9,0.66,1.7,4,7.1,HIGH
22,2,20,2,20.7,2.0,3.5,1,8.9,HIGH
58,51,7,21,45.1,0.07,1.0,3,9.5,HIGH
69,9,60,11,39.6,1.09,5.7,4,13.8,HIGH
139,42,97,13,24.2,1.49,1.7,2,9.1,HIGH
197,129,68,6,26.7,2.27,10.3,4,20.0,HIGH
14,2,12,10,17.2,0.24,9.2,1,6.4,MEDIUM
181,18,163,24,35.6,1.36,4.5,4,15.7,HIGH
36,12,24,9,39.7,0.53,8.1,1,10.4,HIGH
169,124,45,17,16.0,0.53,3.7,0,3.0,MEDIUM
158,66,92,15,7.8,1.23,6.8,3,8.8,HIGH
17,10,7,28,32.2,0.05,0.8,2,7.5,HIGH
59,33,26,26,29.6,0.2,1.3,6,14.1,HIGH
76,5,71,14,22.9,1.01,4.2,4,11.0,HIGH
53,49,4,24,33.0,0.03,1.7,3,7.1,HIGH
134,11,123,22,29.1,1.12,5.4,2,10.8,HIGH
67,61,6,14,16.5,0.09,6.3,0,0.6,LOW
12,6,6,6,22.7,0.2,1.1,2,5.6,MEDIUM
95,87,8,17,24.0,0.09,5.2,5,13.3,HIGH
79,12,67,27,43.0,0.5,0.5,1,6.5,MEDIUM
139,68,71,12,46.4,1.18,1.2,2,11.2,HIGH
181,36,145,23,43.5,1.26,2.2,3,12.8,HIGH
11,1,10,6,36.2,0.33,0.8,2,8.6,HIGH
111,67,44,14,30.6,0.63,2.6,2,8.0,HIGH
44,10,34,29,34.9,0.23,2.6,2,7.2,HIGH
107,61,46,12,45.4,0.77,0.7,5,12.6,HIGH
39,5,34,26,16.5,0.26,4.8,2,5.9,MEDIUM
125,43,82,20,28.5,0.82,3.0,0,4.8,MEDIUM
17,12,5,4,35.0,0.25,1.1,2,4.6,MEDIUM
159,70,89,16,34.5,1.11,0.8,2,7.6,HIGH
53,32,21,8,16.6,0.52,6.3,2,6.3,MEDIUM
195,123,72,8,30.6,1.8,5.4,3,13.4,HIGH
45,36,9,7,39.4,0.26,0.8,5,12.4,HIGH
86,29,57,4,26.0,2.85,0.1,2,15.1,HIGH
40,26,14,14,39.3,0.2,4.9,3,10.6,HIGH
56,51,5,8,21.1,0.12,2.9,3,9.7,HIGH
64,45,19,6,45.4,0.63,0.3,2,8.6,HIGH
115,56,59,24,28.4,0.49,2.7,3,7.8,HIGH
199,122,77,19,31.0,0.81,1.8,2,9.9,HIGH
167,119,48,23,7.3,0.42,4.5,1,6.1,MEDIUM
130,78,52,9,13.2,1.16,0.7,3,6.4,MEDIUM
64,4,60,18,32.6,0.67,1.8,3,11.0,HIGH
153,34,119,21,23.6,1.13,0.5,3,6.5,MEDIUM
21,16,5,28,27.3,0.04,9.5,0,9.0,HIGH
154,45,109,2,8.6,10.9,4.5,1,45.0,HIGH
153,108,45,15,41.0,0.6,4.0,3,12.1,HIGH
149,57,92,18,38.9,1.02,3.5,3,13.0,HIGH
145,75,70,11,13.8,1.27,1.7,0,4.1,MEDIUM
12,1,11,13,32.6,0.17,7.7,3,10.0,HIGH
153,32,121,17,40.4,1.42,0.2,1,10.0,HIGH
39,35,4,15,32.9,0.05,4.9,2,9.4,HIGH
32,27,5,28,19.0,0.04,0.7,3,4.7,MEDIUM
101,64,37,17,33.6,0.44,1.2,4,10.5,HIGH
124,57,67,9,14.8,1.49,2.2,1,4.4,MEDIUM
113,74,39,24,19.4,0.32,4.6,4,9.4,HIGH
127,77,50,29,16.1,0.34,5.5,5,10.7,HIGH
14,7,7,11,29.4,0.13,2.6,6,14.4,HIGH
113,11,102,18,10.5,1.13,1.5,4,11.5,HIGH
117,72,45,28,45.2,0.32,8.8,1,8.9,HIGH
74,54,20,19,20.0,0.21,0.8,0,2.3,MEDIUM
130,122,8,21,15.2,0.08,4.9,2,6.4,MEDIUM
39,2,37,17,26.9,0.44,2.8,2,4.8,MEDIUM
158,111,47,18,17.6,0.52,1.4,0,3.1,MEDIUM
93,52,41,17,28.5,0.48,0.0,3,6.0,MEDIUM
159,70,89,20,20.6,0.89,1.8,2,6.0,MEDIUM
41,6,35,25,11.5,0.28,1.0,3,4.7,MEDIUM
170,71,99,25,17.2,0.79,0.3,4,6.6,MEDIUM
25,9,16,9,24.4,0.36,0.2,1,5.1,MEDIUM
47,15,32,7,7.3,0.91,1.3,2,4.6,MEDIUM
151,106,45,7,38.4,1.29,2.9,2,10.1,HIGH
45,30,15,22,32.1,0.14,5.5,1,6.5,MEDIUM
160,92,68,10,31.3,1.36,0.6,5,14.5,HIGH
123,110,13,5,28.9,0.52,1.7,4,9.0,HIGH
75,27,48,27,30.8,0.36,1.5,3,9.0,HIGH
114,30,84,13,45.3,1.29,2.2,2,11.1,HIGH
94,60,34,29,6.4,0.23,5.0,3,6.1,MEDIUM
11,2,9,13,8.0,0.14,2.4,2,5.7,MEDIUM
84,28,56,24,14.0,0.47,5.6,3,10.6,HIGH
76,19,57,18,13.0,0.63,2.2,4,8.9,HIGH
189,21,168,16,13.6,2.1,2.8,2,10.1,HIGH
199,158,41,10,34.2,0.82,1.7,3,9.2,HIGH
160,44,116,8,25.3,2.9,5.2,1,16.8,HIGH
163,77,86,11,47.7,1.56,7.7,2,14.7,HIGH
64,5,59,17,15.5,0.69,3.1,2,4.7,MEDIUM
15,10,5,13,19.1,0.08,5.2,0,0.7,LOW
172,59,113,26,47.3,0.87,0.2,6,16.8,HIGH
159,114,45,8,40.9,1.12,7.1,2,10.8,HIGH
180,75,105,19,25.7,1.11,0.6,3,8.5,HIGH
152,34,118,16,29.3,1.48,0.9,3,12.4,HIGH
95,48,47,7,41.4,1.34,0.2,1,7.5,HIGH
69,11,58,27,26.2,0.43,10.1,1,9.4,HIGH
110,49,61,13,14.7,0.94,5.7,1,4.8,MEDIUM
21,7,14,12,40.8,0.23,7.3,1,9.8,HIGH
58,50,8,21,28.6,0.08,5.6,1,6.6,MEDIUM
51,5,46,4,12.4,2.3,2.0,7,20.2,HIGH
175,118,57,3,27.2,3.8,7.7,5,27.5,HIGH
91,19,72,7,23.4,2.06,10.5,3,17.2,HIGH
182,61,121,25,42.8,0.97,2.1,3,12.3,HIGH
44,18,26,23,11.3,0.23,0.6,2,6.2,MEDIUM
167,144,23,26,42.8,0.18,3.2,2,8.2,HIGH
167,44,123,6,27.5,4.1,11.1,1,26.3,HIGH
143,18,125,19,23.0,1.32,6.2,3,10.2,HIGH
76,25,51,17,12.8,0.6,5.9,2,6.6,MEDIUM
89,12,77,9,35.4,1.71,8.1,0,9.9,HIGH
16,2,14,26,44.9,0.11,6.7,3,11.5,HIGH
189,107,82,27,21.8,0.61,4.5,3,8.6,HIGH
23,2,21,21,16.1,0.2,3.8,1,5.3,MEDIUM
82,6,76,23,29.3,0.66,0.9,2,7.6,HIGH
152,105,47,12,39.4,0.78,2.9,4,14.3,HIGH
158,59,99,11,6.2,1.8,2.2,2,9.0,HIGH
172,28,144,25,32.5,1.15,5.9,1,10.6,HIGH
75,20,55,26,31.1,0.42,2.0,4,10.7,HIGH
100,62,38,13,19.4,0.58,0.4,2,4.2,MEDIUM
139,41,98,22,25.0,0.89,0.0,2,7.8,HIGH
172,85,87,29,16.4,0.6,3.4,4,10.9,HIGH
29,4,25,7,39.2,0.71,2.4,0,6.8,MEDIUM
19,11,8,28,32.7,0.06,1.2,1,5.7,MEDIUM
34,11,23,21,28.4,0.22,0.6,1,5.7,MEDIUM
34,20,14,6,22.5,0.47,1.9,3,7.3,HIGH
63,48,15,24,18.2,0.12,0.3,3,4.7,MEDIUM
42,25,17,10,40.6,0.34,1.2,6,15.0,HIGH
173,54,119,27,25.0,0.88,1.4,2,9.2,HIGH
104,29,75,28,27.1,0.54,1.9,4,10.4,HIGH
23,7,16,17,27.9,0.19,1.9,1,5.3,MEDIUM
74,14,60,23,24.8,0.52,0.9,2,6.1,MEDIUM
119,25,94,15,16.8,1.25,5.7,2,8.8,HIGH
89,67,22,23,11.1,0.19,1.3,1,1.9,LOW
63,24,39,9,10.1,0.87,0.8,3,7.7,HIGH
134,59,75,28,37.8,0.54,0.6,8,18.6,HIGH
189,110,79,21,15.4,0.75,1.2,3,5.2,MEDIUM
140,81,59,20,8.3,0.59,0.2,4,6.0,MEDIUM
178,19,159,15,39.5,2.12,0.1,2,11.3,HIGH
143,114,29,8,12.5,0.72,2.8,2,7.7,HIGH
34,7,27,6,32.3,0.9,2.9,2,7.7,HIGH
150,105,45,19,20.2,0.47,2.3,2,6.2,MEDIUM
126,93,33,3,11.3,2.2,4.3,5,18.9,HIGH
145,100,45,12,23.4,0.75,0.1,2,6.4,MEDIUM
158,90,68,23,6.6,0.59,8.2,5,13.2,HIGH
34,2,32,9,41.3,0.71,0.3,3,9.3,HIGH
88,32,56,2,27.6,5.6,3.4,3,33.2,HIGH
77,45,32,28,11.8,0.23,0.4,4,5.9,MEDIUM
182,72,110,23,16.0,0.96,6.4,5,10.4,HIGH
197,162,35,13,24.8,0.54,2.1,2,6.6,MEDIUM
21,6,15,3,13.9,1.0,0.3,1,4.4,MEDIUM
41,12,29,19,17.3,0.31,2.9,2,4.6,MEDIUM
137,39,98,8,28.4,2.45,0.0,2,12.5,HIGH
105,36,69,27,41.0,0.51,4.5,2,9.6,HIGH
101,55,46,18,22.9,0.51,3.2,3,7.4,HIGH
150,102,48,23,36.1,0.42,0.7,1,6.7,MEDIUM
40,25,15,24,42.8,0.12,1.4,2,8.6,HIGH
87,67,20,15,15.1,0.27,0.0,2,5.8,MEDIUM
29,24,5,25,39.9,0.04,3.5,2,7.8,HIGH
155,121,34,8,37.8,0.85,1.2,1,7.3,HIGH
69,4,65,23,21.0,0.57,2.5,2,6.4,MEDIUM
143,101,42,26,47.6,0.32,9.4,5,16.8,HIGH
169,40,129,4,17.0,6.45,1.1,3,32.4,HIGH
102,17,85,28,16.7,0.61,13.9,3,12.4,HIGH
52,32,20,7,38.4,0.57,3.0,6,18.3,HIGH
139,46,93,21,24.3,0.89,0.8,2,8.0,HIGH
69,6,63,3,19.9,4.2,1.7,6,30.8,HIGH
160,27,133,18,13.5,1.48,4.0,2,9.2,HIGH
40,2,38,13,38.1,0.58,1.8,3,10.0,HIGH
14,12,2,13,39.0,0.03,0.2,1,5.9,MEDIUM
171,12,159,18,29.8,1.77,0.6,2,11.6,HIGH
19,4,15,28,46.2,0.11,4.7,1,6.3,MEDIUM
98,41,57,11,19.4,1.04,3.1,3,9.4,HIGH
139,51,88,4,15.2,4.4,2.5,4,25.9,HIGH
135,117,18,21,34.5,0.17,0.6,5,13.2,HIGH
20,1,19,19,37.9,0.2,5.5,3,11.2,HIGH
187,95,92,14,15.4,1.31,9.7,2,7.1,HIGH
168,111,57,13,9.2,0.88,0.1,4,8.9,HIGH
65,57,8,28,40.0,0.06,0.2,4,7.7,HIGH
92,55,37,28,47.0,0.26,6.5,4,15.8,HIGH
146,112,34,28,33.1,0.24,5.1,2,7.4,HIGH
108,13,95,18,17.7,1.06,2.9,2,5.6,MEDIUM
158,62,96,5,47.9,3.84,8.7,0,23.0,HIGH
82,31,51,24,43.5,0.42,3.1,2,8.5,HIGH
165,139,26,11,27.6,0.47,0.7,1,4.5,MEDIUM
199,37,162,12,40.7,2.7,3.9,3,18.7,HIGH
124,23,101,7,40.3,2.89,3.1,2,18.4,HIGH
16,5,11,7,45.3,0.31,12.8,4,14.8,HIGH
89,8,81,28,41.3,0.58,0.7,3,9.9,HIGH
153,32,121,10,33.0,2.42,2.7,2,16.7,HIGH
106,97,9,16,31.6,0.11,4.5,4,10.3,HIGH
13,5,8,3,25.6,0.53,1.2,1,5.5,MEDIUM
13,8,5,5,32.3,0.2,1.4,3,6.7,MEDIUM
112,78,34,6,39.4,1.13,6.6,4,15.8,HIGH
49,18,31,18,46.7,0.34,1.6,1,9.0,HIGH
26,4,22,9,25.6,0.49,2.9,2,8.6,HIGH
110,25,85,9,30.1,1.89,6.6,2,13.6,HIGH
112,37,75,23,24.7,0.65,0.7,5,11.9,HIGH
133,82,51,13,34.1,0.78,12.0,4,14.1,HIGH
61,24,37,22,32.5,0.34,3.6,1,5.8,MEDIUM
61,3,58,9,6.7,1.29,2.1,3,7.6,HIGH
173,90,83,20,28.7,0.83,1.7,3,9.7,HIGH
133,116,17,4,9.7,0.85,9.3,2,8.2,HIGH
175,136,39,19,7.1,0.41,0.7,4,8.4,HIGH
187,148,39,22,39.2,0.35,1.1,3,12.5,HIGH
72,55,17,20,16.9,0.17,1.1,1,3.3,MEDIUM
125,42,83,20,20.3,0.83,1.0,1,6.2,MEDIUM
71,52,19,16,8.7,0.24,1.9,1,1.5,LOW
16,2,14,7,13.5,0.4,13.6,0,6.2,MEDIUM
164,105,59,17,38.2,0.69,6.6,3,12.6,HIGH
101,63,38,9,26.7,0.84,1.2,3,8.9,HIGH
23,1,22,17,43.0,0.26,1.6,4,13.9,HIGH
95,72,23,19,22.7,0.24,3.3,2,5.2,MEDIUM
142,122,20,21,17.3,0.19,0.1,5,9.0,HIGH
192,55,137,17,20.6,1.61,5.1,2,7.0,MEDIUM
139,108,31,12,35.9,0.52,6.4,4,13.6,HIGH
71,8,63,8,29.3,1.58,5.8,3,13.5,HIGH
158,93,65,18,44.0,0.72,1.4,2,9.5,HIGH
88,42,46,18,31.3,0.51,1.9,4,11.1,HIGH
158,85,73,13,26.7,1.12,0.0,3,8.3,HIGH
147,129,18,14,39.0,0.26,1.5,4,9.6,HIGH
67,55,12,11,45.8,0.22,1.9,2,7.7,HIGH
129,97,32,8,20.9,0.8,7.1,4,10.8,HIGH
176,52,124,15,16.5,1.65,6.7,4,11.8,HIGH
142,123,19,24,31.9,0.16,10.2,4,11.6,HIGH
74,10,64,2,27.0,6.4,6.5,1,33.9,HIGH
22,17,5,18,47.5,0.06,0.0,3,9.2,HIGH
190,65,125,5,25.4,5.0,3.1,3,29.4,HIGH
91,8,83,22,9.1,0.75,0.2,4,6.7,MEDIUM
182,118,64,6,47.0,2.13,1.0,2,13.8,HIGH
169,43,126,21,41.4,1.2,2.6,3,11.6,HIGH
173,46,127,25,13.5,1.02,3.6,0,4.3,MEDIUM
197,64,133,24,44.0,1.11,3.2,3,11.3,HIGH
148,15,133,26,20.3,1.02,0.2,3,7.2,HIGH
158,33,125,8,21.8,3.12,0.3,3,18.9,HIGH
61,3,58,11,44.1,1.05,0.4,3,10.6,HIGH
192,86,106,18,28.3,1.18,0.3,3,7.9,HIGH
126,15,111,8,11.8,2.78,0.6,2,13.4,HIGH
35,23,12,2,21.5,1.2,3.5,0,3.9,MEDIUM
43,11,32,8,36.3,0.8,5.3,4,10.1,HIGH
61,54,7,27,13.3,0.05,1.6,2,4.2,MEDIUM
121,100,21,25,30.8,0.17,3.5,3,9.8,HIGH
91,28,63,12,35.2,1.05,0.7,3,10.3,HIGH
189,142,47,10,20.4,0.94,10.9,3,13.2,HIGH
166,128,38,13,35.1,0.58,1.3,4,11.9,HIGH
175,164,11,4,43.1,0.55,5.6,1,8.1,HIGH
51,29,22,5,25.8,0.88,8.7,3,14.2,HIGH
30,3,27,5,22.1,1.08,6.0,4,12.5,HIGH
51,32,19,29,16.5,0.13,0.2,2,4.2,MEDIUM
150,91,59,26,31.4,0.45,3.2,0,3.4,MEDIUM
122,76,46,14,43.0,0.66,0.4,3,8.6,HIGH
114,37,77,24,19.6,0.64,0.0,3,5.5,MEDIUM
26,21,5,20,22.6,0.05,0.2,2,5.5,MEDIUM
129,117,12,11,23.1,0.22,7.4,6,16.2,HIGH
146,35,111,6,29.6,3.7,7.2,3,25.0,HIGH
178,23,155,8,15.6,3.88,0.8,2,19.5,HIGH
138,31,107,25,40.5,0.86,2.4,3,12.5,HIGH
139,109,30,17,18.4,0.35,9.3,1,8.1,HIGH
69,45,24,2,35.6,2.4,2.1,4,16.5,HIGH
57,35,22,13,27.6,0.34,1.5,2,8.2,HIGH
38,15,23,3,30.6,1.53,2.0,3,10.9,HIGH
106,60,46,8,13.5,1.15,4.7,3,10.6,HIGH
19,6,13,12,36.9,0.22,1.9,3,7.9,HIGH
